OP,FECHA DE INGRESO,ESTILO,DESCRIPCIÓN,COLOR,VISTAS/BIES/CONTRASTES,TALLA,ESTILO-TALLA,BORDADO,CANTIDAD,FECHA ENTREGA,sah unitario,HORAS,LINEA,PLANTA,FOLEO,HABILITACION,ENSAMBLE,TERMINADO,EMPAQUE,PRIORIDAD,C.T.,TELA,estilo 2,metros a tender,FECHA CORTE,BIES,HABILITACION,,PORCENTAJE DE TELA,
8940,16/01/2023,A103-656,Pantalon Dama,Flamingo,,L,A103-656-L,,36,10/02/2023,0.2791,10,MPUA10,PANT,,,,,,,M3191,TTRC#2 17-1656TCX HOT CORAL,A103,46.08,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8941,16/01/2023,A103-656,Pantalon Dama,Flamingo,,XL,A103-656-XL,,36,10/02/2023,0.2791,10,MPUA10,PANT,,,,,,,M3191,TTRC#2 17-1656TCX HOT CORAL,A103,46.08,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8942,16/01/2023,A103-340,Pantalon Dama,Lima,,XS,A103-340-XS,,48,10/02/2023,0.2791,13,MPUA10,PANT,,,,,,,M3192,TTR-17-0340 TCX Acid lime,A103,61.44,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8943,16/01/2023,A103-340,Pantalon Dama,Lima,,S,A103-340-S,,96,10/02/2023,0.2791,27,MPUA10,PANT,,,,,,,M3192,TTR-17-0340 TCX Acid lime,A103,122.88,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8944,16/01/2023,A103-340,Pantalon Dama,Lima,,M,A103-340-M,,120,10/02/2023,0.2791,33,MPUA10,PANT,,,,,,,M3192,TTR-17-0340 TCX Acid lime,A103,153.6,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8945,16/01/2023,A103-340,Pantalon Dama,Lima,,L,A103-340-L,,60,10/02/2023,0.2791,17,MPUA10,PANT,,,,,,,M3192,TTR-17-0340 TCX Acid lime,A103,76.8,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8946,16/01/2023,A103-340,Pantalon Dama,Lima,,XL,A103-340-XL,,24,10/02/2023,0.2791,7,MPUA10,PANT,,,,,,,M3192,TTR-17-0340 TCX Acid lime,A103,30.72,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
,,,,,,,,,2532,,10.6038,830,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semana 4 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8947,23/01/2023,A006-528,Top Dama,Violeta,,L,A006-528-L,,120,17/02/2023,0.4658,56,MPUA10,TOP,,,,,,,M3193,TTR-19-3528TCX IMPERIAL PURPLE,A006,117.60,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8948,23/01/2023,A006-528,Top Dama,Violeta,,M,A006-528-M,,144,17/02/2023,0.4658,67,MPUA10,TOP,,,,,,,M3193,TTR-19-3528TCX IMPERIAL PURPLE,A006,141.12,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8949,23/01/2023,A006-528,Top Dama,Violeta,,S,A006-528-S,,144,17/02/2023,0.4658,67,MPUA10,TOP,,,,,,,M3193,TTR-19-3528TCX IMPERIAL PURPLE,A006,141.12,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8950,23/01/2023,A006-528,Top Dama,Violeta,,XL,A006-528-XL,,48,17/02/2023,0.4658,22,MPUA10,TOP,,,,,,,M3193,TTR-19-3528TCX IMPERIAL PURPLE,A006,47.04,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8951,23/01/2023,A006-528,Top Dama,Violeta,,XS,A006-528-XS,,144,17/02/2023,0.4658,67,MPUA10,TOP,,,,,,,M3193,TTR-19-3528TCX IMPERIAL PURPLE,A006,141.12,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8952,23/01/2023,AH003-656,Top Caballero,Flamingo,,XS,AH003-656-XS,,24,17/02/2023,0.293,7,MPUA10,TOP,,,,,,,M3194,TTRC#2 17-1656TCX HOT CORAL,AH003,23.04,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8953,23/01/2023,AH003-656,Top Caballero,Flamingo,,S,AH003-656-S,,60,17/02/2023,0.293,18,MPUA10,TOP,,,,,,,M3194,TTRC#2 17-1656TCX HOT CORAL,AH003,57.60,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8954,23/01/2023,AH003-656,Top Caballero,Flamingo,,M,AH003-656-M,,60,17/02/2023,0.293,18,MPUA10,TOP,,,,,,,M3194,TTRC#2 17-1656TCX HOT CORAL,AH003,57.60,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8955,23/01/2023,AH003-656,Top Caballero,Flamingo,,L,AH003-656-L,,36,17/02/2023,0.293,11,MPUA10,TOP,,,,,,,M3194,TTRC#2 17-1656TCX HOT CORAL,AH003,34.56,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8956,23/01/2023,AH003-656,Top Caballero,Flamingo,,XL,AH003-656-XL,,24,17/02/2023,0.293,7,MPUA10,TOP,,,,,,,M3194,TTRC#2 17-1656TCX HOT CORAL,AH003,23.04,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8957,23/01/2023,AH003-340,Top Caballero,Lima,,XS,AH003-340-XS,,36,17/02/2023,0.293,11,MPUA10,TOP,,,,,,,M3195,TTR-17-0340 TCX Acid lime,AH003,34.56,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8958,23/01/2023,AH003-340,Top Caballero,Lima,,S,AH003-340-S,,96,17/02/2023,0.293,28,MPUA10,TOP,,,,,,,M3195,TTR-17-0340 TCX Acid lime,AH003,92.16,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8959,23/01/2023,AH003-340,Top Caballero,Lima,,M,AH003-340-M,,72,17/02/2023,0.293,21,MPUA10,TOP,,,,,,,M3195,TTR-17-0340 TCX Acid lime,AH003,69.12,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8960,23/01/2023,AH003-340,Top Caballero,Lima,,L,AH003-340-L,,48,17/02/2023,0.293,14,MPUA10,TOP,,,,,,,M3195,TTR-17-0340 TCX Acid lime,AH003,46.08,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8961,23/01/2023,AH003-340,Top Caballero,Lima,,XL,AH003-340-XL,,24,17/02/2023,0.293,7,MPUA10,TOP,,,,,,,M3195,TTR-17-0340 TCX Acid lime,AH003,23.04,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8926,16/01/2023,A107P-528,Pantalon Mujer,Violeta,,XS,A107P-528-XS,,48,17/02/2023,0.3583,17,MPUA10,PANT,,,,,,,M3188,TTR-19-3528TCX IMPERIAL PURPLE,A107P,62.4,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8927,16/01/2023,A107R -528,Pantalon Mujer,Violeta,,L,A107R -528-L,,48,17/02/2023,0.3583,17,MPUA10,PANT,,,,,,,M3189,TTR-19-3528TCX IMPERIAL PURPLE,A107R ,62.4,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8928,16/01/2023,A107R -528,Pantalon Mujer,Violeta,,M,A107R -528-M,,120,17/02/2023,0.3583,43,MPUA10,PANT,,,,,,,M3189,TTR-19-3528TCX IMPERIAL PURPLE,A107R ,156,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8929,16/01/2023,A107R -528,Pantalon Mujer,Violeta,,S,A107R -528-S,,72,17/02/2023,0.3583,26,MPUA10,PANT,,,,,,,M3189,TTR-19-3528TCX IMPERIAL PURPLE,A107R ,93.6,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8930,16/01/2023,A107R -528,Pantalon Mujer,Violeta,,XL,A107R -528-XL,,24,17/02/2023,0.3583,9,MPUA10,PANT,,,,,,,M3189,TTR-19-3528TCX IMPERIAL PURPLE,A107R ,31.2,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8931,16/01/2023,A107R -528,Pantalon Mujer,Violeta,,XS,A107R -528-XS,,48,17/02/2023,0.3583,17,MPUA10,PANT,,,,,,,M3189,TTR-19-3528TCX IMPERIAL PURPLE,A107R ,62.4,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8962,23/01/2023,AH103-340,Pantalon Caballero,Lima,,XS,AH103-340-XS,,24,17/02/2023,0.2791,7,MPUA10,PANT,,,,,,,M3196,TTR-17-0340 TCX Acid lime,AH103,32.88,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8963,23/01/2023,AH103-340,Pantalon Caballero,Lima,,S,AH103-340-S,,72,17/02/2023,0.2791,20,MPUA10,PANT,,,,,,,M3196,TTR-17-0340 TCX Acid lime,AH103,98.64,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8964,23/01/2023,AH103-340,Pantalon Caballero,Lima,,M,AH103-340-M,,96,17/02/2023,0.2791,27,MPUA10,PANT,,,,,,,M3196,TTR-17-0340 TCX Acid lime,AH103,131.52,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8965,23/01/2023,AH103-340,Pantalon Caballero,Lima,,L,AH103-340-L,,60,17/02/2023,0.2791,17,MPUA10,PANT,,,,,,,M3196,TTR-17-0340 TCX Acid lime,AH103,82.20,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8966,23/01/2023,AH103-340,Pantalon Caballero,Lima,,XL,AH103-340-XL,,24,17/02/2023,0.2791,7,MPUA10,PANT,,,,,,,M3196,TTR-17-0340 TCX Acid lime,AH103,32.88,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8969,23/01/2023,AH103-4045,PANT HOMBRE,OCEANO,,M,AH103-4045-M,,48,17/02/2023,0.376,18,MPUA10,PANT,,,,,,,M3198,TTR-19-4045TCX-LAPIS BLUE,AH103,65.76,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8970,23/01/2023,AH103-570,PANT HOMBRE,NEGRO,,M,AH103-570-M,,144,17/02/2023,0.376,54,MPUA10,PANT,,,,,,,M3199,TTR-19-570TCX-BLACK,AH103,197.28,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8971,23/01/2023,IH101AF-027,PANT HOMBRE,NAVAL,,S,IH101AF-027-S,,96,17/02/2023,0.2783,27,MPUA10,PANT,,,,,,,M3200,T/C-19-4027TCX-ESTATE BLUE,IH101AF,152.01,26/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
,,,,,,,,,2172,,10.17,785,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PEDIDO ESPECIAL OSCAR SANDOVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,23/01/2023,A006-027,TOP MUJER ,NAVAL,,3XL,A006-027-3XL,,6,17/02/2023,0.4658,3,MPUA10,TOP,,,,,,,M3202,TTR-19-4027TCX-MEDIEVAL,A006,5.88,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8978,23/01/2023,A103-027,PANT MUJER,NAVAL,,3XL,A103-027-3XL,,6,17/02/2023,0.2791,2,MPUA10,PANT,,,,,,,M3203,TTR-19-4027TCX-MEDIEVAL,A103,7.68,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
,,,,,,,,,,,0.7449,5,,,,,,,,,,,,,,,,,,
,Eduardo Olivares,,,,,,,,,,10.9149,790,,,,,,,,,,,,,,,,,,
8979,23/01/2023,A103-557,Pantalon Dama,Arce,,2XL,A103-557-2XL,,1,17/02/2023,0.2791,0,MPUA10,PANT,,,,,,,M3204,TTR-19-557TCX CHILLI PEPPER,A103,1.28,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8980,23/01/2023,AH103-557,Pantalon Hombre,Arce,,2XL,AH103-557-2XL,,1,17/02/2023,0.376,0,MPUA10,PANT,,,,,,,M3205,TTR-19-557TCX CHILLI PEPPER,AH103,1.37,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
,,,,,,,,,,,0.6551,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semana 5 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981,30/01/2023,AH001-570,TOP HOMBRE,NEGRO,,S,AH001-570-S,,96,24/02/2023,0.2283,22,MPUA10,TOP,,,,,,,M3206,TTR-19-570TCX-BLACK,AH001,94.5168,2/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8982,30/01/2023,AH001-570,TOP HOMBRE,NEGRO,,XL,AH001-570-XL,,48,24/02/2023,0.2283,11,MPUA10,TOP,,,,,,,M3206,TTR-19-570TCX-BLACK,AH001,47.2584,2/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8983,30/01/2023,AH001-570,TOP HOMBRE,NEGRO,,XS,AH001-570-XS,,48,24/02/2023,0.2283,11,MPUA10,TOP,,,,,,,M3206,TTR-19-570TCX-BLACK,AH001,47.2584,2/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8984,30/01/2023,AH001-656,Top Caballero,Flamingo,,XS,AH001-656-XS,,24,24/02/2023,0.2283,5,MPUA10,TOP,,,,,,,M3209,TTRC#2 17-1656TCX HOT CORAL,AH001,23.6292,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8985,30/01/2023,AH001-656,Top Caballero,Flamingo,,S,AH001-656-S,,48,24/02/2023,0.2283,11,MPUA10,TOP,,,,,,,M3209,TTRC#2 17-1656TCX HOT CORAL,AH001,47.2584,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8986,30/01/2023,AH001-656,Top Caballero,Flamingo,,M,AH001-656-M,,60,24/02/2023,0.2283,14,MPUA10,TOP,,,,,,,M3209,TTRC#2 17-1656TCX HOT CORAL,AH001,59.073,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8987,30/01/2023,AH001-656,Top Caballero,Flamingo,,L,AH001-656-L,,48,24/02/2023,0.2283,11,MPUA10,TOP,,,,,,,M3209,TTRC#2 17-1656TCX HOT CORAL,AH001,47.2584,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8988,30/01/2023,AH001-656,Top Caballero,Flamingo,,XL,AH001-656-XL,,24,24/02/2023,0.2283,5,MPUA10,TOP,,,,,,,M3209,TTRC#2 17-1656TCX HOT CORAL,AH001,23.6292,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8989,30/01/2023,AH001-340,Top Caballero,Lima,,XS,AH001-340-XS,,36,24/02/2023,0.2283,8,MPUA10,TOP,,,,,,,M3210,TTR-17-0340 TCX Acid lime,AH001,35.4438,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8990,30/01/2023,AH001-340,Top Caballero,Lima,,S,AH001-340-S,,72,24/02/2023,0.2283,16,MPUA10,TOP,,,,,,,M3210,TTR-17-0340 TCX Acid lime,AH001,70.8876,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8991,30/01/2023,AH001-340,Top Caballero,Lima,,M,AH001-340-M,,72,24/02/2023,0.2283,16,MPUA10,TOP,,,,,,,M3210,TTR-17-0340 TCX Acid lime,AH001,70.8876,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8992,30/01/2023,AH001-340,Top Caballero,Lima,,L,AH001-340-L,,72,24/02/2023,0.2283,16,MPUA10,TOP,,,,,,,M3210,TTR-17-0340 TCX Acid lime,AH001,70.8876,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8993,30/01/2023,AH001-340,Top Caballero,Lima,,XL,AH001-340-XL,,24,24/02/2023,0.2283,5,MPUA10,TOP,,,,,,,M3210,TTR-17-0340 TCX Acid lime,AH001,23.6292,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8994,30/01/2023,AM008-027,TOP MATER MUJER,NAVAL,,M,AM008-027-M,,24,24/02/2023,0.36,9,MPUA10,TOP,,,,,,,M3207,TTR-19-4027TCX-MEDIEVAL,AM008,29.28,2/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8995,30/01/2023,AM008-570,TOP MATER MUJER,NEGRO,,L,AM008-570-L,,24,24/02/2023,0.36,9,MPUA10,TOP,,,,,,,M3208,TTR-19-570TCX-BLACK,AM008,29.28,2/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9032,06/02/2023,A002-656,Top Dama,Flamingo,,XS,A002-656-XS,,96,24/02/2023,0.347,33,MPUA10,TOP,,,,,,,M3219,TTRC#2 17-1656TCX HOT CORAL,A002,118.88,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9033,06/02/2023,A002-656,Top Dama,Flamingo,,S,A002-656-S,,84,24/02/2023,0.347,29,MPUA10,TOP,,,,,,,M3219,TTRC#2 17-1656TCX HOT CORAL,A002,104.02,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9034,06/02/2023,A002-656,Top Dama,Flamingo,,M,A002-656-M,,72,24/02/2023,0.347,25,MPUA10,TOP,,,,,,,M3219,TTRC#2 17-1656TCX HOT CORAL,A002,89.16,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9035,06/02/2023,A002-656,Top Dama,Flamingo,,L,A002-656-L,,24,24/02/2023,0.347,8,MPUA10,TOP,,,,,,,M3219,TTRC#2 17-1656TCX HOT CORAL,A002,29.72,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9036,06/02/2023,A002-656,Top Dama,Flamingo,,XL,A002-656-XL,,36,24/02/2023,0.347,12,MPUA10,TOP,,,,,,,M3219,TTRC#2 17-1656TCX HOT CORAL,A002,44.58,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9037,06/02/2023,A002-340,Top Dama,Lima,,XS,A002-340-XS,,24,24/02/2023,0.347,8,MPUA10,TOP,,,,,,,M3220,TTR-17-0340 TCX Acid lime,A002,29.72,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9038,06/02/2023,A002-340,Top Dama,Lima,,S,A002-340-S,,72,24/02/2023,0.347,25,MPUA10,TOP,,,,,,,M3220,TTR-17-0340 TCX Acid lime,A002,89.16,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9039,06/02/2023,A002-340,Top Dama,Lima,,M,A002-340-M,,72,24/02/2023,0.347,25,MPUA10,TOP,,,,,,,M3220,TTR-17-0340 TCX Acid lime,A002,89.16,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9040,06/02/2023,A002-340,Top Dama,Lima,,L,A002-340-L,,24,24/02/2023,0.347,8,MPUA10,TOP,,,,,,,M3220,TTR-17-0340 TCX Acid lime,A002,29.72,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9041,06/02/2023,A002-340,Top Dama,Lima,,XL,A002-340-XL,,24,24/02/2023,0.347,8,MPUA10,TOP,,,,,,,M3220,TTR-17-0340 TCX Acid lime,A002,29.72,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8972,23/01/2023,RFH104-313,Pantalon Caballero,Aruba,,XS,RFH104-313-XS,,36,24/02/2023,0.3483,13,MPUA10,PANT,,,,,,,M3201,TTRC#1 13-5313TCX ARUBA BLUE,RFH104,38.52,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8973,23/01/2023,RFH104-313,Pantalon Caballero,Aruba,,S,RFH104-313-S,,72,24/02/2023,0.3483,25,MPUA10,PANT,,,,,,,M3201,TTRC#1 13-5313TCX ARUBA BLUE,RFH104,77.04,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8974,23/01/2023,RFH104-313,Pantalon Caballero,Aruba,,M,RFH104-313-M,,84,24/02/2023,0.3483,29,MPUA10,PANT,,,,,,,M3201,TTRC#1 13-5313TCX ARUBA BLUE,RFH104,89.88,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8975,23/01/2023,RFH104-313,Pantalon Caballero,Aruba,,L,RFH104-313-L,,120,24/02/2023,0.3483,42,MPUA10,PANT,,,,,,,M3201,TTRC#1 13-5313TCX ARUBA BLUE,RFH104,128.40,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8976,23/01/2023,RFH104-313,Pantalon Caballero,Aruba,,XL,RFH104-313-XL,,24,24/02/2023,0.3483,8,MPUA10,PANT,,,,,,,M3201,TTRC#1 13-5313TCX ARUBA BLUE,RFH104,25.68,26/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
9006,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,XXS,RF106P-313-XXS,,24,24/02/2023,0.3958,9,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,24,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9007,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,XS,RF106P-313-XS,,60,24/02/2023,0.3958,24,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,60,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9008,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,S,RF106P-313-S,,48,24/02/2023,0.3958,19,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,48,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9009,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,M,RF106P-313-M,,48,24/02/2023,0.3958,19,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,48,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9010,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,L,RF106P-313-L,,36,24/02/2023,0.3958,14,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,36,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9011,30/01/2023,RF106P-313,Pantalon Dama,Aruba,,XL,RF106P-313-XL,,24,24/02/2023,0.3958,9,MPUA10,PANT,,,,,,,M3213,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,24,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9012,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,XXS,RF106R-313-XXS,,24,24/02/2023,0.3958,9,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,24,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9013,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,XS,RF106R-313-XS,,60,24/02/2023,0.3958,24,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,60,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9014,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,S,RF106R-313-S,,60,24/02/2023,0.3958,24,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,60,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9015,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,M,RF106R-313-M,,48,24/02/2023,0.3958,19,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,48,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9016,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,L,RF106R-313-L,,24,24/02/2023,0.3958,9,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,24,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9017,30/01/2023,RF106R-313,Pantalon Dama,Aruba,,XL,RF106R-313-XL,,24,24/02/2023,0.3958,9,MPUA10,PANT,,,,,,,M3214,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,24,2/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
,,,,,,,,,2268,,15.587,749,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semana 6 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,06/02/2023,I002AF-023,TOP MUJER,ROSE BUD,,M,I002AF-023-M,,24,03/03/2023,0.16,4,MPUI30,TOP,,,,,,,M3217,T/C-17-3023TCX-ROSEBUD,I002AF,22.17,8/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
9029,06/02/2023,I002AF-023,TOP MUJER,ROSE BUD,,XS,I002AF-023-XS,,24,03/03/2023,0.16,4,MPUI30,TOP,,,,,,,M3217,T/C-17-3023TCX-ROSEBUD,I002AF,22.17,8/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
9030,06/02/2023,I002AF-027,TOP MUJER,NAVAL,,S,I002AF-027-S,,24,03/03/2023,0.16,4,MPUI30,TOP,,,,,,,M3218,T/C-19-4027TCX-ESTATE BLUE,I002AF,22.17,8/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
9031,06/02/2023,I002AF-027,TOP MUJER,NAVAL,,XS,I002AF-027-XS,,24,03/03/2023,0.16,4,MPUI30,TOP,,,,,,,M3218,T/C-19-4027TCX-ESTATE BLUE,I002AF,22.17,8/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
8996,30/01/2023,A011-027,Top Dama,NAVAL,,XS,A011-027-XS,,36,03/03/2023,0.375,14,MPUA10,TOP,,,,,,,M3211,TTR-19-4027TCX-MEDIEVAL,A011,46.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8997,30/01/2023,A011-027,Top Dama,NAVAL,,S,A011-027-S,,108,03/03/2023,0.375,41,MPUA10,TOP,,,,,,,M3211,TTR-19-4027TCX-MEDIEVAL,A011,140.4,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8998,30/01/2023,A011-027,Top Dama,NAVAL,,M,A011-027-M,,96,03/03/2023,0.375,36,MPUA10,TOP,,,,,,,M3211,TTR-19-4027TCX-MEDIEVAL,A011,124.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
8999,30/01/2023,A011-027,Top Dama,NAVAL,,L,A011-027-L,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3211,TTR-19-4027TCX-MEDIEVAL,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9000,30/01/2023,A011-027,Top Dama,NAVAL,,XL,A011-027-XL,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3211,TTR-19-4027TCX-MEDIEVAL,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9098,13/02/2023,A005-024,TOP MUJER,CELTA,,M,A005-024-M,,48,03/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3234,TTR-17-5024TCX-TEAL BLUE,A005,50.03544,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9099,13/02/2023,A005-656,Top Dama,Flamingo,,XS,A005-656-XS,,96,03/03/2023,0.347,33,MPUA10,TOP,,,,,,,M3235,TTRC#2 17-1656TCX HOT CORAL,A005,100.07088,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9100,13/02/2023,A005-656,Top Dama,Flamingo,,S,A005-656-S,,84,03/03/2023,0.347,29,MPUA10,TOP,,,,,,,M3235,TTRC#2 17-1656TCX HOT CORAL,A005,87.56202,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9101,13/02/2023,A005-656,Top Dama,Flamingo,,M,A005-656-M,,72,03/03/2023,0.347,25,MPUA10,TOP,,,,,,,M3235,TTRC#2 17-1656TCX HOT CORAL,A005,75.05316,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9102,13/02/2023,A005-656,Top Dama,Flamingo,,L,A005-656-L,,24,03/03/2023,0.347,8,MPUA10,TOP,,,,,,,M3235,TTRC#2 17-1656TCX HOT CORAL,A005,25.01772,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
