OP,FECHA DE INGRESO,ESTILO,DESCRIPCIÓN,COLOR,VISTAS/BIES/CONTRASTES,TALLA,ESTILO-TALLA,BORDADO,CANTIDAD,FECHA ENTREGA,sah unitario,HORAS,LINEA,PLANTA,FOLEO,HABILITACION,ENSAMBLE,TERMINADO,EMPAQUE,PRIORIDAD,C.T.,TELA,estilo 2,metros a tender,FECHA CORTE,BIES,HABILITACION,,PORCENTAJE DE TELA,
9134,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,XL,RF010-313-XL,,36,17/03/2023,0.3416,12,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,34.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9023,30/01/2023,AH105-001,Pantalon Caballero,Blanco,,XS,AH105-001-XS,,24,?,0.3841,9,MPUA10,PANT,,,,,,,M3216,TTR-WHIT,AH105,31.2,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9024,30/01/2023,AH105-001,Pantalon Caballero,Blanco,,S,AH105-001-S,,96,?,0.3841,37,MPUA10,PANT,,,,,,,M3216,TTR-WHIT,AH105,124.8,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9025,30/01/2023,AH105-001,Pantalon Caballero,Blanco,,M,AH105-001-M,,96,?,0.3841,37,MPUA10,PANT,,,,,,,M3216,TTR-WHIT,AH105,124.8,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9026,30/01/2023,AH105-001,Pantalon Caballero,Blanco,,L,AH105-001-L,,48,?,0.3841,18,MPUA10,PANT,,,,,,,M3216,TTR-WHIT,AH105,62.4,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9027,30/01/2023,AH105-001,Pantalon Caballero,Blanco,,XL,AH105-001-XL,,24,?,0.3841,9,MPUA10,PANT,,,,,,,M3216,TTR-WHIT,AH105,31.2,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9064,06/02/2023,RF105-313,Pantalon Dama,Aruba,,XXS,RF105-313-XXS,,36,10/03/2023,0.4058,15,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,39.60,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9065,06/02/2023,RF105-313,Pantalon Dama,Aruba,,XS,RF105-313-XS,,48,10/03/2023,0.4058,19,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,52.80,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9066,06/02/2023,RF105-313,Pantalon Dama,Aruba,,S,RF105-313-S,,72,10/03/2023,0.4058,29,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,79.20,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9067,06/02/2023,RF105-313,Pantalon Dama,Aruba,,M,RF105-313-M,,72,10/03/2023,0.4058,29,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,79.20,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9068,06/02/2023,RF105-313,Pantalon Dama,Aruba,,L,RF105-313-L,,36,10/03/2023,0.4058,15,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,39.60,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9069,06/02/2023,RF105-313,Pantalon Dama,Aruba,,XL,RF105-313-XL,,36,10/03/2023,0.4058,15,MPUA10,PANT,,,,,,,M3224,TTRC#1 13-5313TCX ARUBA BLUE,RF105,39.60,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9175,27/02/2023,AH102-340,PANT HOMBRE,Lima,,XS,AH102-340-XS,,12,24/03/2023,0.287,3,MPUA10,PANT,,,,,,,M3256,TTR-17-0340 TCX Acid lime,AH102,13.40,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9176,27/02/2023,AH102-340,PANT HOMBRE,Lima,,S,AH102-340-S,,72,24/03/2023,0.287,21,MPUA10,PANT,,,,,,,M3257,TTR-17-0340 TCX Acid lime,AH102,80.39,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9177,27/02/2023,AH102-340,PANT HOMBRE,Lima,,M,AH102-340-M,,108,24/03/2023,0.287,31,MPUA10,PANT,,,,,,,M3257,TTR-17-0340 TCX Acid lime,AH102,120.58,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9178,27/02/2023,AH102-340,PANT HOMBRE,Lima,,L,AH102-340-L,,60,24/03/2023,0.287,17,MPUA10,PANT,,,,,,,M3257,TTR-17-0340 TCX Acid lime,AH102,66.99,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9179,27/02/2023,AH102-340,PANT HOMBRE,Lima,,XL,AH102-340-XL,,24,24/03/2023,0.287,7,MPUA10,PANT,,,,,,,M3257,TTR-17-0340 TCX Acid lime,AH102,26.80,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
,PEDIDO ESPECIAL KARLA FLORES,,,,,,,,2136,,,767,,,,,,,,,,,,,,,,,,
9150,20/02/2023,IH101AF-027,PANT HOMBRE,NAVAL,,XXL,IH101AF-027-XXL,,1,,0.3841,0,MPUi30,PANT,,,,,,,M3247,T/C-19-4027TCX-ESTATE BLUE,IH101AF,1.58,1/03/23,,OK,,65% poliester 32% algodon 3% spandex ,
9151,20/02/2023,I001AF-027,TOP MUJER,NAVAL,,XXL,I001AF-027-XXL,,1,,0.3841,0,MPUi30,TOP,,,,,,,M3248,T/C-19-4027TCX-ESTATE BLUE,I001AF,0.93,1/03/23,,OK,,65% poliester 32% algodon 3% spandex ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semana 9 2B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,20/02/2023,A011-656,Top Dama,Flamingo,,XS,A011-656-XS,,72,17/03/2023,0.375,27,MPUA10,TOP,,,,,,,M3241,TTRC#2 17-1656TCX HOT CORAL,A011,93.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9120,20/02/2023,A011-656,Top Dama,Flamingo,,S,A011-656-S,,84,17/03/2023,0.375,32,MPUA10,TOP,,,,,,,M3241,TTRC#2 17-1656TCX HOT CORAL,A011,109.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9121,20/02/2023,A011-656,Top Dama,Flamingo,,M,A011-656-M,,72,17/03/2023,0.375,27,MPUA10,TOP,,,,,,,M3241,TTRC#2 17-1656TCX HOT CORAL,A011,93.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9122,20/02/2023,A011-656,Top Dama,Flamingo,,L,A011-656-L,,24,17/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3241,TTRC#2 17-1656TCX HOT CORAL,A011,31.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9123,20/02/2023,A011-656,Top Dama,Flamingo,,XL,A011-656-XL,,36,17/03/2023,0.375,14,MPUA10,TOP,,,,,,,M3242,TTRC#2 17-1656TCX HOT CORAL,A011,46.80,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9124,20/02/2023,A011-340,Top Dama,Lima,,XS,A011-340-XS,,24,17/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3242,TTR-17-0340 TCX Acid lime,A011,31.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9125,20/02/2023,A011-340,Top Dama,Lima,,S,A011-340-S,,72,17/03/2023,0.375,27,MPUA10,TOP,,,,,,,M3242,TTR-17-0340 TCX Acid lime,A011,93.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9126,20/02/2023,A011-340,Top Dama,Lima,,M,A011-340-M,,72,17/03/2023,0.375,27,MPUA10,TOP,,,,,,,M3242,TTR-17-0340 TCX Acid lime,A011,93.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9127,20/02/2023,A011-340,Top Dama,Lima,,L,A011-340-L,,24,17/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3242,TTR-17-0340 TCX Acid lime,A011,31.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9128,20/02/2023,A011-340,Top Dama,Lima,,XL,A011-340-XL,,24,17/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3242,TTR-17-0340 TCX Acid lime,A011,31.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9152,27/02/2023,AH003-001,TOP HOMBRE,BLANCO,,L,AH003-001-L,,24,24/03/2023,0.293,7,MPUA10,TOP,,,,,,,M3249,TTR-WHIT,AH003,23.04,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9153,27/02/2023,AH003-001,TOP HOMBRE,BLANCO,,M,AH003-001-M,,24,24/03/2023,0.293,7,MPUA10,TOP,,,,,,,M3249,TTR-WHIT,AH003,23.04,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9154,27/02/2023,AH003-001,TOP HOMBRE,BLANCO,,XL,AH003-001-XL,,24,24/03/2023,0.293,7,MPUA10,TOP,,,,,,,M3249,TTR-WHIT,AH003,23.04,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9155,27/02/2023,AH003-421,TOP HOMBRE,AVENTURINI,,M,AH003-421-M,,72,24/03/2023,0.293,21,MPUA10,TOP,,,,,,,M3250,TTR-19-5421TCX AVENTURINE,AH003,69.12,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9156,27/02/2023,AH003-421,TOP HOMBRE,AVENTURINI,,S,AH003-421-S,,96,24/03/2023,0.293,28,MPUA10,TOP,,,,,,,M3250,TTR-19-5421TCX AVENTURINE,AH003,92.16,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9157,27/02/2023,AH003-421,TOP HOMBRE,AVENTURINI,,XL,AH003-421-XL,,48,24/03/2023,0.293,14,MPUA10,TOP,,,,,,,M3250,TTR-19-5421TCX AVENTURINE,AH003,46.08,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9158,27/02/2023,AH003-421,TOP HOMBRE,AVENTURINI,,XS,AH003-421-XS,,24,24/03/2023,0.293,7,MPUA10,TOP,,,,,,,M3250,TTR-19-5421TCX AVENTURINE,AH003,23.04,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9164,27/02/2023,A006-340,Top Dama,Lima,,XS,A006-340-XS,,48,24/03/2023,0.4658,22,MPUA10,TOP,,,,,,,M3252,TTR-17-0340 TCX Acid lime,A006,47.04,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9165,27/02/2023,A006-340,Top Dama,Lima,,S,A006-340-S,,108,24/03/2023,0.4658,50,MPUA10,TOP,,,,,,,M3252,TTR-17-0340 TCX Acid lime,A006,105.84,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9166,27/02/2023,A006-340,Top Dama,Lima,,M,A006-340-M,,108,24/03/2023,0.4658,50,MPUA10,TOP,,,,,,,M3252,TTR-17-0340 TCX Acid lime,A006,105.84,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9167,27/02/2023,A006-340,Top Dama,Lima,,L,A006-340-L,,48,24/03/2023,0.4658,22,MPUA10,TOP,,,,,,,M3252,TTR-17-0340 TCX Acid lime,A006,47.04,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9168,27/02/2023,A006-340,Top Dama,Lima,,XL,A006-340-XL,,24,24/03/2023,0.4658,11,MPUA10,TOP,,,,,,,M3252,TTR-17-0340 TCX Acid lime,A006,23.52,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9070,06/02/2023,AH105-203,Pantalon Caballero,CENIZA,,XS,AH105-203-XS,,24,?,0.3841,9,MPUA10,PANT,,,,,,,M3227,TTR-18-5203TCX-PEWTER,AH105,31.20,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9071,06/02/2023,AH105-203,Pantalon Caballero,CENIZA,,S,AH105-203-S,,96,?,0.3841,37,MPUA10,PANT,,,,,,,M3227,TTR-18-5203TCX-PEWTER,AH105,124.80,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9072,06/02/2023,AH105-203,Pantalon Caballero,CENIZA,,M,AH105-203-M,,96,?,0.3841,37,MPUA10,PANT,,,,,,,M3227,TTR-18-5203TCX-PEWTER,AH105,124.80,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9073,06/02/2023,AH105-203,Pantalon Caballero,CENIZA,,L,AH105-203-L,,48,?,0.3841,18,MPUA10,PANT,,,,,,,M3227,TTR-18-5203TCX-PEWTER,AH105,62.40,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9074,06/02/2023,AH105-203,Pantalon Caballero,CENIZA,,XL,AH105-203-XL,,24,?,0.3841,9,MPUA10,PANT,,,,,,,M3227,TTR-18-5203TCX-PEWTER,AH105,31.20,24/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9169,27/02/2023,A102-203,PANT MUJER,CENIZA,,M,A102-203-M,,48,24/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3253,TTR-18-5203TCX-PEWTER,A102,66.75,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9170,27/02/2023,A102-421,PANT MUJER,AVENTURINI,,L,A102-421-L,,48,24/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3254,TTR-19-5421TCX AVENTURINE,A102,66.75,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9171,27/02/2023,A102-421,PANT MUJER,AVENTURINI,,M,A102-421-M,,48,24/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3254,TTR-19-5421TCX AVENTURINE,A102,66.75,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9172,27/02/2023,A102-421,PANT MUJER,AVENTURINI,,XL,A102-421-XL,,24,24/03/2023,0.26,6,MPUA10,PANT,,,,,,,M3254,TTR-19-5421TCX AVENTURINE,A102,33.37,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9173,27/02/2023,A104R-001,PANT MUJER,BLANCO,,L,A104R-001-L,,48,24/03/2023,0.4633,22,MPUA10,PANT,,,,,,,M3255,TTR-WHIT,A104R,56.16,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9174,27/02/2023,A104R-001,PANT MUJER,BLANCO,,XL,A104R-001-XL,,24,24/03/2023,0.4633,11,MPUA10,PANT,,,,,,,M3255,TTR-WHIT,A104R,28.08,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9180,27/02/2023,A107R-340,Pantalon Dama,Lima,,XS,A107R-340-XS,,24,24/03/2023,0.3583,9,MPUA10,PANT,,,,,,,M3258,TTR-17-0340 TCX Acid lime,A107R,31.20,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9181,27/02/2023,A107R-340,Pantalon Dama,Lima,,S,A107R-340-S,,48,24/03/2023,0.3583,17,MPUA10,PANT,,,,,,,M3258,TTR-17-0340 TCX Acid lime,A107R,62.40,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9182,27/02/2023,A107R-340,Pantalon Dama,Lima,,M,A107R-340-M,,60,24/03/2023,0.3583,21,MPUA10,PANT,,,,,,,M3258,TTR-17-0340 TCX Acid lime,A107R,78.00,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9183,27/02/2023,A107R-340,Pantalon Dama,Lima,,L,A107R-340-L,,36,24/03/2023,0.3583,13,MPUA10,PANT,,,,,,,M3258,TTR-17-0340 TCX Acid lime,A107R,46.80,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9184,27/02/2023,A107R-340,Pantalon Dama,Lima,,XL,A107R-340-XL,,12,24/03/2023,0.3583,4,MPUA10,PANT,,,,,,,M3258,TTR-17-0340 TCX Acid lime,A107R,15.60,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9185,27/02/2023,A107P-340,Pantalon Dama,Lima,,XS,A107P-340-XS,,24,24/03/2023,0.3583,9,MPUA10,PANT,,,,,,,M3259,TTR-17-0340 TCX Acid lime,A107P,31.20,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9186,27/02/2023,A107P-340,Pantalon Dama,Lima,,S,A107P-340-S,,48,24/03/2023,0.3583,17,MPUA10,PANT,,,,,,,M3259,TTR-17-0340 TCX Acid lime,A107P,62.40,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9187,27/02/2023,A107P-340,Pantalon Dama,Lima,,M,A107P-340-M,,60,24/03/2023,0.3583,21,MPUA10,PANT,,,,,,,M3259,TTR-17-0340 TCX Acid lime,A107P,78.00,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9188,27/02/2023,A107P-340,Pantalon Dama,Lima,,L,A107P-340-L,,36,24/03/2023,0.3583,13,MPUA10,PANT,,,,,,,M3259,TTR-17-0340 TCX Acid lime,A107P,46.80,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9189,27/02/2023,A107P-340,Pantalon Dama,Lima,,XL,A107P-340-XL,,12,24/03/2023,0.3583,4,MPUA10,PANT,,,,,,,M3259,TTR-17-0340 TCX Acid lime,A107P,15.60,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
,PEDIDO ESPECIAL FANNY CAROLINA,,,,,,,,2040,,15.0201,754,,,,,,,,,,,,,,,OK,,,
9190,27/02/2023,AM108-945,PANT MATER MUJER,ROBIN,,M,AM108-945-M,,1,24/03/2023,0.2925,0,MPUA10,PANT,,,,,,,M3260,TTR-18-1945TCX BRIGHT ROSE,AM108,1.25,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9191,27/02/2023,AM108-528,PANT MATER MUJER,VIOLETA,,M,AM108-528-M,,1,24/03/2023,0.2925,0,MPUA10,PANT,,,,,,,M3261,TTR-19-3528TCX IMPERIAL PURPLE,AM108,1.25,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9192,27/02/2023,AM008-945,TOP MATERNIDAD,ROBIN,,M,AM008-945-M,,1,24/03/2023,0.36,0,MPUA10,TOP,,,,,,,M3262,TTR-18-1945TCX BRIGHT ROSE,AM008,1.22,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9193,27/02/2023,AM008-528,TOP MATERNIDAD,VIOLETA,,M,AM008-528-M,,1,24/03/2023,0.36,0,MPUA10,TOP,,,,,,,M3263,TTR-19-3528TCX IMPERIAL PURPLE,AM008,1.22,1/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
,,,,,,,,,4,,1.305,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,2048,,16.32,756,,,,,,,,,,,,,,,,,,
,Semana 10 2B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,06/03/2023,A005-001,TOP MUJER,BLANCO,,L,A005-001-L,,48,31/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3264,TTR-WHIT,A005,50.04,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9195,06/03/2023,A005-001,TOP MUJER,BLANCO,,M,A005-001-M,,96,31/03/2023,0.347,33,MPUA10,TOP,,,,,,,M3264,TTR-WHIT,A005,100.07,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9196,06/03/2023,A005-001,TOP MUJER,BLANCO,,S,A005-001-S,,48,31/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3264,TTR-WHIT,A005,50.04,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9197,06/03/2023,A005-001,TOP MUJER,BLANCO,,XL,A005-001-XL,,24,31/03/2023,0.347,8,MPUA10,TOP,,,,,,,M3264,TTR-WHIT,A005,25.02,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9198,06/03/2023,A005-001,TOP MUJER,BLANCO,,XS,A005-001-XS,,48,31/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3264,TTR-WHIT,A005,50.04,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9199,06/03/2023,AH001-001,TOP HOMBRE,BLANCO,,L,AH001-001-L,,96,31/03/2023,0.2283,22,MPUA10,TOP,,,,,,,M3265,TTR-WHIT,AH001,94.52,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9200,06/03/2023,AH001-001,TOP HOMBRE,BLANCO,,M,AH001-001-M,,168,31/03/2023,0.2283,38,MPUA10,TOP,,,,,,,M3265,TTR-WHIT,AH001,165.40,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9201,06/03/2023,AH001-001,TOP HOMBRE,BLANCO,,S,AH001-001-S,,96,31/03/2023,0.2283,22,MPUA10,TOP,,,,,,,M3265,TTR-WHIT,AH001,94.52,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9202,06/03/2023,AH001-001,TOP HOMBRE,BLANCO,,XS,AH001-001-XS,,48,31/03/2023,0.2283,11,MPUA10,TOP,,,,,,,M3265,TTR-WHIT,AH001,47.26,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9203,06/03/2023,AH001-027,TOP HOMBRE,NAVAL,,S,AH001-027-S,,120,31/03/2023,0.2283,27,MPUA10,TOP,,,,,,,M3266,TTR-19-4027TCX-MEDIEVAL,AH001,118.15,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9204,06/03/2023,AH001-4045,TOP HOMBRE,OCEANO,,L,AH001-4045-L,,48,31/03/2023,0.2283,11,MPUA10,TOP,,,,,,,M3267,TTR-19-4045TCX-LAPIS BLUE,AH001,47.26,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9205,06/03/2023,AH001-4045,TOP HOMBRE,OCEANO,,S,AH001-4045-S,,24,31/03/2023,0.2283,5,MPUA10,TOP,,,,,,,M3267,TTR-19-4045TCX-LAPIS BLUE,AH001,23.63,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9206,06/03/2023,AH001-4045,TOP HOMBRE,OCEANO,,XS,AH001-4045-XS,,24,31/03/2023,0.2283,5,MPUA10,TOP,,,,,,,M3267,TTR-19-4045TCX-LAPIS BLUE,AH001,23.63,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9207,06/03/2023,AH001-570,TOP HOMBRE,NEGRO,,M,AH001-570-M,,120,31/03/2023,0.2283,27,MPUA10,TOP,,,,,,,M3268,TTR-19-570TCX-BLACK,AH001,118.15,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9208,06/03/2023,A401-001,CHAM MUJER,BLANCO,,S,A401-001-S,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3269,TTR-WHIT,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9209,06/03/2023,A401-001,CHAM MUJER,BLANCO,,XS,A401-001-XS,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3269,TTR-WHIT,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9210,06/03/2023,A401-001,CHAM MUJER,BLANCO,,XXL,A401-001-XXL,,24,31/03/2023,0.256,6,MPUA10,TOP,,,,,,,M3269,TTR-WHIT,A401,31.91,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9211,06/03/2023,A401-027,CHAM MUJER,NAVAL,,L,A401-027-L,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3270,TTR-19-4027TCX-MEDIEVAL,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9212,06/03/2023,A401-027,CHAM MUJER,NAVAL,,M,A401-027-M,,72,31/03/2023,0.256,18,MPUA10,TOP,,,,,,,M3270,TTR-19-4027TCX-MEDIEVAL,A401,95.73,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9213,06/03/2023,A401-027,CHAM MUJER,NAVAL,,S,A401-027-S,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3270,TTR-19-4027TCX-MEDIEVAL,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9214,06/03/2023,A401-027,CHAM MUJER,NAVAL,,XL,A401-027-XL,,24,31/03/2023,0.256,6,MPUA10,TOP,,,,,,,M3270,TTR-19-4027TCX-MEDIEVAL,A401,31.91,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9215,06/03/2023,A401-570,CHAM MUJER,NEGRO,,M,A401-570-M,,72,31/03/2023,0.256,18,MPUA10,TOP,,,,,,,M3271,TTR-19-570TCX-BLACK,A401,95.73,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9216,06/03/2023,A401-570,CHAM MUJER,NEGRO,,S,A401-570-S,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3271,TTR-19-570TCX-BLACK,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9217,06/03/2023,A401-570,CHAM MUJER,NEGRO,,XL,A401-570-XL,,24,31/03/2023,0.256,6,MPUA10,TOP,,,,,,,M3271,TTR-19-570TCX-BLACK,A401,31.91,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9218,06/03/2023,A401-570,CHAM MUJER,NEGRO,,XS,A401-570-XS,,48,31/03/2023,0.256,12,MPUA10,TOP,,,,,,,M3271,TTR-19-570TCX-BLACK,A401,63.82,10/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9254,13/03/2023,AH105-570,Pantalon Caballero,Negro,,XS,AH105-570-XS,,24,07/04/2023,0.4008,10,MPUA10,PANT,,,,,,,M3288,TTR-19-570TCX-BLACK,AH105,31.20,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9255,13/03/2023,AH105-570,Pantalon Caballero,Negro,,S,AH105-570-S,,96,07/04/2023,0.4008,38,MPUA10,PANT,,,,,,,M3288,TTR-19-570TCX-BLACK,AH105,124.80,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9256,13/03/2023,AH105-570,Pantalon Caballero,Negro,,M,AH105-570-M,,96,07/04/2023,0.4008,38,MPUA10,PANT,,,,,,,M3288,TTR-19-570TCX-BLACK,AH105,124.80,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9257,13/03/2023,AH105-570,Pantalon Caballero,Negro,,L,AH105-570-L,,48,07/04/2023,0.4008,19,MPUA10,PANT,,,,,,,M3288,TTR-19-570TCX-BLACK,AH105,62.40,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9258,13/03/2023,AH105-570,Pantalon Caballero,Negro,,XL,AH105-570-XL,,24,07/04/2023,0.4008,10,MPUA10,PANT,,,,,,,M3288,TTR-19-570TCX-BLACK,AH105,31.20,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9259,13/03/2023,AH105-027,Pantalon Caballero,Naval,,XS,AH105-027-XS,,24,07/04/2023,0.4008,10,MPUA10,PANT,,,,,,,M3289,TTR-19-4027TCX-MEDIEVAL,AH105,31.20,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9260,13/03/2023,AH105-027,Pantalon Caballero,Naval,,S,AH105-027-S,,96,07/04/2023,0.4008,38,MPUA10,PANT,,,,,,,M3289,TTR-19-4027TCX-MEDIEVAL,AH105,124.80,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9261,13/03/2023,AH105-027,Pantalon Caballero,Naval,,M,AH105-027-M,,96,07/04/2023,0.4008,38,MPUA10,PANT,,,,,,,M3289,TTR-19-4027TCX-MEDIEVAL,AH105,124.80,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
9262,13/03/2023,AH105-027,Pantalon Caballero,Naval,,L,AH105-027-L,,48,07/04/2023,0.4008,19,MPUA10,PANT,,,,,,,M3289,TTR-19-4027TCX-MEDIEVAL,AH105,62.40,15/03/23,,OK,,74% poliester 20% rayon 6% spandex ,
