,,,,, ,,,,,,,,,,,, ,,,,,
,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE PARTE,CODIGO SOPORTE METROLOGY,DESCRIPCIÓN,MARCA,MODELO,CLASIFICACIÓN,UBICACIÓN EN ALMACÉN,SUBLOCALIZACIÓN,ORIGEN: (SI LLEGA POR PROVEEDOR O USADO POR EMPRESA),DATOS DE ORIGEN:,ROSCA,DIAMETRO,LARGO,LTU,MATERIAL,MATERIAL DE PUNTA,COSTO UNITARIO,PRECIO DE VENTA,MONEDA,UNIDAD DE MEDIDA,MINIMO EN STOCK,MAXIMOS,
34621,JOYSTICK PANTEC/ WENZEL HT 400,MANUAL CONTROL UNIT JOYSTICK HT400RC V2,PANTEC,INALAMBRICO,JOYSTICK Y ACCESORIOS,ESPECIAL,PJ-011,PROVEEDOR ,PANTEC,NA,NA,NA,NA,NA,NA,"$1,500.00","$3,000.00",USD,PIEZA,1,3,
NA,BOTON DE EMERGENCIA PARA CONTROL PANTEC,BOTON DE EMERGENCIA ,PANTEC,COMPATIBLE CON CONTROL PANTEC,JOYSTICK Y ACCESORIOS,D5,PJ-012,PROVEEDOR ,PANTEC,NA,NA,NA,NA,NA,NA,$100.00,$200.00,USD,PIEZA,3,6,
A-5381-0019-03 | A-5381-0020-05,CARGADOR DE JOYSTICK MCU,MCUW Joystick Assembly / CARGADOR DE JOYSTICK RENISHAW MCU W(con llave) / PILA RENISHAW N°P 056F18,RENISHAW,INALAMBRICO,JOYSTICK Y ACCESORIOS,G1,PJ-013,PROVEEDOR ,RENISHAW,NA,NA,NA,NA,NA,NA,"$1,000.00","$2,000.00",USD,PIEZA,1,1,
,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE PARTE,CODIGO SOPORTE METROLOGY,DESCRIPCIÓN,MARCA,MODELO,CLASIFICACIÓN,UBICACIÓN EN ALMACÉN,SUBLOCALIZACIÓN,ORIGEN: (SI LLEGA POR PROVEEDOR O USADO POR EMPRESA),DATOS DE ORIGEN:,ROSCA,DIAMETRO,LARGO,LTU,MATERIAL,MATERIAL DE PUNTA,COSTO UNITARIO,PRECIO DE VENTA,MONEDA,UNIDAD DE MEDIDA,MINIMO EN STOCK,MAXIMOS,
USD12702,Conector Lemo,Conector Lemo,Lemo,FFA.3S.314.CLAL10,CONECTORES,E1,OT-001,REFACCIONES LCP ,Lemo,NA,NA,NA,NA,NA,NA,$15.00,$30.00,USD,PIEZA,1,1,
FFGG OB,Conector Lemo FFGG OB,Conector Lemo FFGG OB,Lemo,FFGG OB,CONECTORES,E1,OT-002,REFACCIONES LCP ,Lemo,NA,NA,NA,NA,NA,NA,$15.00,$30.00,USD,PIEZA,1,1,
NA,ELECTRONIC Interface Valvew,ELECTRONIC Interface Valvew,Northeast Fluids,NA,CONECTORES,E1,OT-003,REFACCIONES LCP ,Northeast Fluids,NA,NA,NA,NA,NA,NA,$30.00,$60.00,USD,PIEZA,1,1,
NA,Lainas | Metric thickness shim,Lainas | Metric thickness shim,Douglas Stamping Company,.50 mm,LAINAS,E1,OT-004,REFACCIONES LCP ,Douglas Stamping Company,NA,NA,NA,NA,NA,NA,$0.30,$1.00,USD,PIEZA,1,1,
NA,Lainas | Metric thickness shim,Lainas | Metric thickness shim,Douglas Stamping Company,1.0 mm,LAINAS,E1,OT-005,REFACCIONES LCP ,Douglas Stamping Company,NA,NA,NA,NA,NA,NA,$0.30,$1.00,USD,PIEZA,1,1,
